arm,impostor_id,surface_seed,frac,rotation_deg,degradation,degradation_param,boundaries_spanned,band_first,band_last,top_sheet,top_aggregate,verdict_001,aggregate_001,coverage_001,renormalised_001,agr_cascade_ratio,agr_duty,agr_phase_duty_identity,agr_colour_pair
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5371,candidate,0.5371,1.0,0.5371,0.9737,0.6245,0.0,0.9698
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.4526,candidate,0.4526,1.0,0.4526,0.9737,0.1928,0.0,0.9698
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5984,candidate,0.5984,1.0,0.5984,0.9737,0.933,0.0,0.9713
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.4737,candidate,0.4737,1.0,0.4737,0.9907,0.2772,0.0,0.9698
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5746,candidate,0.5746,1.0,0.5746,0.9907,0.7933,0.0,0.9698
genuine,,0,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.7773,identified,0.7773,1.0,0.7773,0.9737,0.724,0.8277,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.6794,candidate,0.6794,1.0,0.6794,0.9737,0.9767,0.2709,0.9713
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.68,candidate,0.68,1.0,0.68,0.9737,0.7686,0.427,0.9713
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5899,candidate,0.5899,1.0,0.5899,0.9737,0.8911,0.0,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5355,candidate,0.5355,1.0,0.5355,0.9737,0.6157,0.0,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5677,candidate,0.5677,1.0,0.5677,0.9907,0.7581,0.0,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5538,candidate,0.5538,1.0,0.5538,0.9737,0.6851,0.0173,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5666,candidate,0.5666,1.0,0.5666,0.9907,0.751,0.0,0.9698
genuine,,1,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5198,candidate,0.5198,1.0,0.5198,0.9907,0.5135,0.0,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.6362,candidate,0.6362,1.0,0.6362,0.9737,0.8925,0.1728,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5799,candidate,0.5799,1.0,0.5799,0.9737,0.8385,0.0,0.9713
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5405,candidate,0.5405,1.0,0.5405,0.9907,0.6194,0.0,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5793,candidate,0.5793,1.0,0.5793,0.9737,0.8374,0.0,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5862,candidate,0.5862,1.0,0.5862,0.9737,0.8723,0.0,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.68,candidate,0.68,1.0,0.68,0.9737,0.7933,0.4084,0.9713
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.4509,candidate,0.4509,1.0,0.4509,0.9737,0.1843,0.0,0.9698
genuine,,2,0.75,0.0,blur,0,4,0,4,bar-cascade-001,0.5101,candidate,0.5101,1.0,0.5101,0.9907,0.4629,0.0,0.9698
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.5655,candidate,0.5655,1.0,0.5655,0.9737,0.7162,0.0406,0.9634
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.8625,identified,0.8625,1.0,0.8625,0.9737,0.9402,0.9898,0.9634
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.5695,candidate,0.5695,1.0,0.5695,0.9737,0.7922,0.0,0.9634
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.8517,identified,0.8517,1.0,0.8517,0.9737,0.9592,0.9347,0.9634
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.531,candidate,0.531,1.0,0.531,0.9737,0.5919,0.0,0.9698
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,0,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.8688,identified,0.8688,1.0,0.8688,0.9737,0.9547,0.9993,0.9698
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.6786,candidate,0.6786,1.0,0.6786,0.9737,0.8095,0.3963,0.9634
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.5395,candidate,0.5395,1.0,0.5395,0.9737,0.6401,0.0,0.9634
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.5992,candidate,0.5992,1.0,0.5992,0.9737,0.9433,0.0,0.9634
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.6006,candidate,0.6006,1.0,0.6006,0.9737,0.9516,0.0,0.9634
genuine,,1,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.576,candidate,0.576,1.0,0.576,0.9737,0.8256,0.0,0.9634
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.5647,candidate,0.5647,1.0,0.5647,0.9737,0.7681,0.0,0.9634
genuine,,2,1.0,0.0,blur,0,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,0,0.1,0.0,blur,1,2,0,2,bar-cascade-001,0.4147,candidate,0.4147,1.0,0.4147,0.8831,0.4399,0.0,0.7477
genuine,,0,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.3463,not_recognised,0.3463,1.0,0.3463,0.9943,0.0,0.0,0.9216
genuine,,0,0.1,0.0,blur,1,1,2,3,bar-cascade-001,0.2766,not_recognised,0.2766,1.0,0.2766,0.6667,0.0,0.0,0.8955
genuine,,0,0.1,0.0,blur,1,2,0,2,bar-cascade-001,0.451,candidate,0.451,1.0,0.451,0.8831,0.6474,0.0,0.7389
genuine,,0,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.4369,candidate,0.4369,1.0,0.4369,0.8495,0.7732,0.0,0.8403
genuine,,0,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.3789,not_recognised,0.3789,1.0,0.3789,0.8495,0.4233,0.0,0.8396
genuine,,0,0.1,0.0,blur,1,1,0,1,bar-cascade-001,0.3405,not_recognised,0.3405,1.0,0.3405,0.9167,0.2334,0.0,0.7089
genuine,,0,0.1,0.0,blur,1,1,3,4,bar-cascade-001,0.1518,not_recognised,0.1518,0.4,0.3794,,0.0,,0.9485
genuine,,1,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.2828,not_recognised,0.2828,1.0,0.2828,0.6667,0.0,0.0,0.934
genuine,,1,0.1,0.0,blur,1,1,0,1,bar-cascade-001,0.4392,candidate,0.4392,1.0,0.4392,0.9167,0.7733,0.0,0.6914
genuine,,1,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.321,not_recognised,0.321,1.0,0.321,0.8495,0.0978,0.0,0.8387
genuine,,1,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.4065,candidate,0.4065,1.0,0.4065,0.6667,0.8245,0.0,0.9343
genuine,,1,0.1,0.0,blur,1,2,1,3,bar-cascade-001,0.3965,not_recognised,0.3965,1.0,0.3965,0.9086,0.2359,0.0,0.8599
genuine,,1,0.1,0.0,blur,1,2,1,3,bar-cascade-001,0.3585,not_recognised,0.3585,1.0,0.3585,0.9086,0.0,0.0,0.8778
genuine,,1,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.2812,not_recognised,0.2812,1.0,0.2812,0.6667,0.0,0.0,0.9243
genuine,,1,0.1,0.0,blur,1,2,1,3,bar-cascade-001,0.4189,candidate,0.4189,1.0,0.4189,0.8495,0.6697,0.0,0.8307
genuine,,2,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.3056,not_recognised,0.3056,1.0,0.3056,0.8495,0.0,0.0,0.8484
genuine,,2,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.3496,not_recognised,0.3496,1.0,0.3496,0.8305,0.0067,0.0,0.9328
genuine,,2,0.1,0.0,blur,1,1,0,1,bar-cascade-001,0.5389,candidate,0.5389,1.0,0.5389,0.9167,0.4912,0.7434,0.7189
genuine,,2,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.2795,not_recognised,0.2795,1.0,0.2795,0.6667,0.0,0.0,0.9137
genuine,,2,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.2762,not_recognised,0.2762,1.0,0.2762,0.6667,0.0,0.0,0.8927
genuine,,2,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.3846,not_recognised,0.3846,1.0,0.3846,0.8495,0.4844,0.0,0.8037
genuine,,2,0.1,0.0,blur,1,1,1,2,bar-cascade-001,0.3802,not_recognised,0.3802,1.0,0.3802,0.8495,0.4562,0.0,0.8205
genuine,,2,0.1,0.0,blur,1,2,2,4,bar-cascade-001,0.2794,not_recognised,0.2794,1.0,0.2794,0.6667,0.0,0.0,0.9131
genuine,,0,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.4932,candidate,0.4932,1.0,0.4932,0.9086,0.7427,0.0,0.8757
genuine,,0,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.4917,candidate,0.4917,1.0,0.4917,0.9086,0.7358,0.0,0.8588
genuine,,0,0.2,0.0,blur,1,3,0,3,bar-cascade-001,0.5613,candidate,0.5613,1.0,0.5613,0.9668,0.9312,0.0,0.8396
genuine,,0,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.3924,not_recognised,0.3924,1.0,0.3924,0.8305,0.2844,0.0,0.9062
genuine,,0,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.3982,not_recognised,0.3982,1.0,0.3982,0.8305,0.3115,0.0,0.9137
genuine,,0,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.4167,candidate,0.4167,1.0,0.4167,0.8305,0.4254,0.0,0.9333
genuine,,0,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.4537,candidate,0.4537,1.0,0.4537,0.8305,0.6408,0.0,0.9224
genuine,,0,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.4612,candidate,0.4612,1.0,0.4612,0.9086,0.5645,0.0,0.8756
genuine,,1,0.2,0.0,blur,1,2,0,2,bar-cascade-001,0.4985,candidate,0.4985,1.0,0.4985,0.8831,0.8514,0.0,0.7663
genuine,,1,0.2,0.0,blur,1,3,1,4,bar-cascade-001,0.3582,not_recognised,0.3582,1.0,0.3582,0.9086,0.0,0.0,0.8756
genuine,,1,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.541,candidate,0.541,1.0,0.541,0.9086,0.9779,0.0,0.8865
genuine,,1,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.488,candidate,0.488,1.0,0.488,0.9086,0.7346,0.0,0.8396
genuine,,1,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.462,candidate,0.462,1.0,0.462,0.8305,0.6795,0.0,0.923
genuine,,1,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.4864,candidate,0.4864,1.0,0.4864,0.8305,0.8613,0.0,0.9137
genuine,,1,0.2,0.0,blur,1,2,0,2,bar-cascade-001,0.4805,candidate,0.4805,1.0,0.4805,0.8831,0.7788,0.0,0.7467
genuine,,1,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.3454,not_recognised,0.3454,1.0,0.3454,0.8305,0.0,0.0,0.9131
genuine,,2,0.2,0.0,blur,1,2,0,2,bar-cascade-001,0.519,candidate,0.519,1.0,0.519,0.8831,0.9737,0.0,0.7576
genuine,,2,0.2,0.0,blur,1,3,0,3,bar-cascade-001,0.4294,candidate,0.4294,1.0,0.4294,0.9086,0.4314,0.0,0.8307
genuine,,2,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.5165,candidate,0.5165,1.0,0.5165,0.9086,0.8636,0.0,0.8687
genuine,,2,0.2,0.0,blur,1,2,0,2,bar-cascade-001,0.4127,candidate,0.4127,1.0,0.4127,0.8831,0.4254,0.0,0.7445
genuine,,2,0.2,0.0,blur,1,2,1,3,bar-cascade-001,0.3556,not_recognised,0.3556,1.0,0.3556,0.9086,0.0,0.0,0.8598
genuine,,2,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.4494,candidate,0.4494,1.0,0.4494,0.9943,0.7513,0.0,0.94
genuine,,2,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.4752,candidate,0.4752,1.0,0.4752,0.8305,0.7747,0.0,0.9046
genuine,,2,0.2,0.0,blur,1,2,2,4,bar-cascade-001,0.5026,candidate,0.5026,1.0,0.5026,0.8305,0.92,0.0,0.9224
genuine,,0,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.5145,candidate,0.5145,1.0,0.5145,0.9668,0.7013,0.0,0.8125
genuine,,0,0.35,0.0,blur,1,2,1,3,bar-cascade-001,0.3539,not_recognised,0.3539,1.0,0.3539,0.9086,0.0,0.0,0.8489
genuine,,0,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.5473,candidate,0.5473,1.0,0.5473,0.9668,0.8567,0.0,0.8307
genuine,,0,0.35,0.0,blur,1,2,1,3,bar-cascade-001,0.5336,candidate,0.5336,1.0,0.5336,0.9086,0.8095,0.1152,0.8489
genuine,,0,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.435,candidate,0.435,1.0,0.435,0.9668,0.3301,0.0,0.7641
genuine,,0,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.3965,not_recognised,0.3965,1.0,0.3965,0.9668,0.115,0.0,0.7853
genuine,,0,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.4837,candidate,0.4837,1.0,0.4837,0.9668,0.5589,0.0,0.7934
genuine,,0,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.4351,candidate,0.4351,1.0,0.4351,0.9679,0.2366,0.0,0.8858
genuine,,1,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.38,not_recognised,0.38,1.0,0.38,0.9372,0.0,0.0,0.8688
genuine,,1,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.3758,not_recognised,0.3758,1.0,0.3758,0.9668,0.0,0.0,0.7949
genuine,,1,0.35,0.0,blur,1,2,0,2,bar-cascade-001,0.4522,candidate,0.4522,1.0,0.4522,0.8831,0.6129,0.0,0.7567
genuine,,1,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.5416,candidate,0.5416,1.0,0.5416,0.9372,0.853,0.0,0.8687
genuine,,1,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.5774,candidate,0.5774,1.0,0.5774,0.9668,0.9956,0.0,0.8498
genuine,,1,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.5249,candidate,0.5249,1.0,0.5249,0.9372,0.7669,0.0,0.8756
genuine,,1,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.7717,identified,0.7717,1.0,0.7717,0.9668,0.9946,0.7639,0.8307
genuine,,1,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.4073,candidate,0.4073,1.0,0.4073,0.9847,0.0798,0.0,0.8687
genuine,,2,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.5606,candidate,0.5606,1.0,0.5606,0.9668,0.952,0.0,0.7939
genuine,,2,0.35,0.0,blur,1,4,0,4,bar-cascade-001,0.4564,candidate,0.4564,1.0,0.4564,0.9737,0.3149,0.0,0.8489
genuine,,2,0.35,0.0,blur,1,2,0,2,bar-cascade-001,0.4837,candidate,0.4837,1.0,0.4837,0.8831,0.7688,0.0,0.7656
genuine,,2,0.35,0.0,blur,1,2,0,2,bar-cascade-001,0.4687,candidate,0.4687,1.0,0.4687,0.8831,0.6873,0.0,0.7712
genuine,,2,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.5296,candidate,0.5296,1.0,0.5296,0.9086,0.935,0.0,0.8489
genuine,,2,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.4199,candidate,0.4199,1.0,0.4199,0.9847,0.123,0.0,0.8972
genuine,,2,0.35,0.0,blur,1,3,1,4,bar-cascade-001,0.5202,candidate,0.5202,1.0,0.5202,0.9372,0.7331,0.0,0.8858
genuine,,2,0.35,0.0,blur,1,3,0,3,bar-cascade-001,0.3936,not_recognised,0.3936,1.0,0.3936,0.9668,0.1246,0.0,0.755
genuine,,0,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.4654,candidate,0.4654,1.0,0.4654,0.9372,0.4414,0.0,0.8779
genuine,,0,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.5284,candidate,0.5284,1.0,0.5284,0.9847,0.703,0.0,0.8841
genuine,,0,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.4483,candidate,0.4483,1.0,0.4483,0.9737,0.2942,0.0,0.8213
genuine,,0,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.556,candidate,0.556,1.0,0.556,0.9847,0.8489,0.0,0.8858
genuine,,0,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.5343,candidate,0.5343,1.0,0.5343,0.9737,0.7101,0.0,0.8489
genuine,,0,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.4944,candidate,0.4944,1.0,0.4944,0.9668,0.5777,0.0,0.8307
genuine,,0,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.5546,candidate,0.5546,1.0,0.5546,0.9847,0.8366,0.0,0.8868
genuine,,0,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.6808,candidate,0.6808,1.0,0.6808,0.9668,0.7685,0.5862,0.8225
genuine,,1,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.4709,candidate,0.4709,1.0,0.4709,0.9737,0.3925,0.0,0.8404
genuine,,1,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.5226,candidate,0.5226,1.0,0.5226,0.9668,0.7127,0.0,0.8411
genuine,,1,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.5859,candidate,0.5859,1.0,0.5859,0.9907,0.5109,0.3014,0.8868
genuine,,1,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.557,candidate,0.557,1.0,0.557,0.9847,0.834,0.0,0.9062
genuine,,1,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.4289,candidate,0.4289,1.0,0.4289,0.9847,0.1624,0.0,0.9046
genuine,,1,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.5786,candidate,0.5786,1.0,0.5786,0.9847,0.9657,0.0,0.8868
genuine,,1,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.4705,candidate,0.4705,1.0,0.4705,0.9668,0.4928,0.0,0.7848
genuine,,1,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.5143,candidate,0.5143,1.0,0.5143,0.9668,0.6855,0.0,0.8225
genuine,,2,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.5568,candidate,0.5568,1.0,0.5568,0.9668,0.9037,0.0,0.8217
genuine,,2,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.5398,candidate,0.5398,1.0,0.5398,0.9907,0.715,0.0,0.8498
genuine,,2,0.5,0.0,blur,1,3,0,3,bar-cascade-001,0.5551,candidate,0.5551,1.0,0.5551,0.9668,0.9023,0.0,0.8133
genuine,,2,0.5,0.0,blur,1,4,0,4,bar-cascade-001,0.4387,candidate,0.4387,1.0,0.4387,0.9907,0.1973,0.0,0.8498
genuine,,2,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.3893,not_recognised,0.3893,1.0,0.3893,0.9372,0.0408,0.0,0.8778
genuine,,2,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.474,candidate,0.474,1.0,0.474,0.9372,0.5012,0.0,0.8579
genuine,,2,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.4902,candidate,0.4902,1.0,0.4902,0.9372,0.5698,0.0018,0.8773
genuine,,2,0.5,0.0,blur,1,3,1,4,bar-cascade-001,0.3811,not_recognised,0.3811,1.0,0.3811,0.9372,0.0151,0.0,0.8579
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4691,candidate,0.4691,1.0,0.4691,0.9907,0.3594,0.0,0.8404
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4617,candidate,0.4617,1.0,0.4617,0.9737,0.337,0.0,0.8496
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4764,candidate,0.4764,1.0,0.4764,0.9737,0.4277,0.0,0.8307
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5405,candidate,0.5405,1.0,0.5405,0.9737,0.7605,0.0,0.8213
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5846,candidate,0.5846,1.0,0.5846,0.9907,0.9416,0.0,0.8498
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5163,candidate,0.5163,1.0,0.5163,0.9737,0.609,0.0,0.8579
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5223,candidate,0.5223,1.0,0.5223,0.9737,0.6375,0.0,0.8579
genuine,,0,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.6559,candidate,0.6559,1.0,0.6559,0.9737,0.7977,0.4051,0.8213
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5399,candidate,0.5399,1.0,0.5399,0.9737,0.7575,0.0,0.8213
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5784,candidate,0.5784,1.0,0.5784,0.9737,0.9147,0.0,0.8688
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4586,candidate,0.4586,1.0,0.4586,0.9737,0.3212,0.0,0.8498
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5579,candidate,0.5579,1.0,0.5579,0.9737,0.8347,0.0,0.8404
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4306,candidate,0.4306,1.0,0.4306,0.9737,0.1871,0.0,0.8396
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.538,candidate,0.538,1.0,0.538,0.9737,0.6936,0.0236,0.8489
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5344,candidate,0.5344,1.0,0.5344,0.9907,0.7082,0.0,0.8213
genuine,,1,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4736,candidate,0.4736,1.0,0.4736,0.9737,0.3978,0.0,0.8498
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4377,candidate,0.4377,1.0,0.4377,0.9737,0.2302,0.0,0.8307
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5437,candidate,0.5437,1.0,0.5437,0.9737,0.7317,0.0,0.8779
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5165,candidate,0.5165,1.0,0.5165,0.9907,0.6016,0.0,0.8411
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5853,candidate,0.5853,1.0,0.5853,0.9737,0.9441,0.0,0.8773
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5909,candidate,0.5909,1.0,0.5909,0.9737,0.9636,0.0,0.8865
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4664,candidate,0.4664,1.0,0.4664,0.9737,0.3834,0.0,0.8217
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.4837,candidate,0.4837,1.0,0.4837,0.9907,0.4562,0.0,0.8125
genuine,,2,0.75,0.0,blur,1,4,0,4,bar-cascade-001,0.5616,candidate,0.5616,1.0,0.5616,0.9737,0.8384,0.0,0.8579
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5549,candidate,0.5549,1.0,0.5549,0.9737,0.8183,0.0,0.8411
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7484,identified,0.7484,1.0,0.7484,0.9737,0.7055,0.8138,0.8307
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7484,identified,0.7484,1.0,0.7484,0.9737,0.7055,0.8138,0.8307
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7509,identified,0.7509,1.0,0.7509,0.9737,0.7044,0.813,0.8489
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5443,candidate,0.5443,1.0,0.5443,0.9737,0.7648,0.0,0.8411
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5849,candidate,0.5849,1.0,0.5849,0.9737,0.9713,0.0,0.8411
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7513,identified,0.7513,1.0,0.7513,0.9737,0.7053,0.8136,0.8496
genuine,,0,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7512,identified,0.7512,1.0,0.7512,0.9737,0.705,0.8134,0.8498
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5225,candidate,0.5225,1.0,0.5225,0.9737,0.652,0.0,0.8411
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5544,candidate,0.5544,1.0,0.5544,0.9737,0.8161,0.0,0.8411
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7508,identified,0.7508,1.0,0.7508,0.9737,0.7043,0.8129,0.8489
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.5682,candidate,0.5682,1.0,0.5682,0.9737,0.8849,0.0,0.8411
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.7484,identified,0.7484,1.0,0.7484,0.9737,0.7055,0.8138,0.8307
genuine,,1,1.0,0.0,blur,1,4,0,4,bar-cascade-001,0.659,candidate,0.659,1.0,0.659,0.9737,0.8442,0.3703,0.8411
